income,spending,age,education,recency,complain,wines,fruits,meat,sweets,gold,fish,deals,web_p,catalog_p,store_p,web_visit,marital_Alone,education_2n Cycle,education_Graduation,education_Master,education_PhD,child_Yes
35388.0,32,32,2n Cycle,20,0,6,4,7,3,8,4,1,1,0,3,7,1,1,0,0,0,1
42386.0,100,34,Master,43,0,65,4,16,4,11,0,1,3,0,3,8,0,0,0,1,0,1
68627.0,825,38,Graduation,45,0,395,15,263,54,38,60,1,2,3,6,1,1,0,1,0,0,0
57912.0,916,55,PhD,34,0,801,0,80,0,35,0,5,8,3,12,5,1,0,0,0,1,1
35246.0,62,62,Graduation,53,0,36,0,12,2,10,2,4,3,1,3,5,1,0,1,0,0,1
58821.0,728,64,2n Cycle,44,0,513,14,154,0,28,19,1,9,2,9,6,0,1,0,0,0,1
46377.0,90,42,PhD,89,0,37,0,46,3,0,4,1,2,1,3,4,0,0,0,0,1,1
39747.0,273,32,Graduation,43,0,80,15,93,13,52,20,3,5,1,4,8,1,0,1,0,0,1
23976.0,66,36,Graduation,68,0,14,1,21,3,25,2,3,3,1,3,7,0,0,1,0,0,1
80950.0,1213,59,Master,44,0,525,147,112,147,63,219,1,6,7,9,2,0,0,0,1,0,0
27038.0,107,54,Graduation,64,0,1,26,25,23,15,17,1,3,0,3,9,1,0,1,0,0,0
77457.0,1157,73,Graduation,85,0,675,11,400,45,11,15,1,2,5,10,1,1,0,1,0,0,0
64100.0,546,56,Master,93,0,509,0,27,0,10,0,1,8,3,6,7,0,0,0,1,0,1
42670.0,241,28,Master,12,0,154,2,46,4,15,20,1,4,2,4,4,0,0,0,1,0,0
22574.0,37,53,Graduation,28,0,25,0,8,0,2,2,2,2,0,3,7,0,0,1,0,0,1
79703.6,1611,31,Graduation,69,0,861,138,461,30,61,60,1,6,5,12,3,0,0,1,0,0,0
70893.0,1508,44,Master,42,0,768,44,561,44,14,77,1,6,6,10,3,1,0,0,1,0,0
54198.0,235,54,Graduation,13,0,185,0,28,2,17,3,6,3,1,6,4,0,0,1,0,0,1
28839.0,32,64,Master,86,0,24,0,7,0,1,0,2,2,0,3,5,0,0,0,1,0,1
40321.0,102,48,Graduation,59,0,44,4,21,0,27,6,2,3,0,3,7,0,0,1,0,0,1
66503.0,401,35,Graduation,30,0,91,64,128,3,50,65,2,4,3,6,3,1,0,1,0,0,1
30833.0,28,69,Graduation,33,0,11,0,7,1,6,3,2,1,0,3,5,0,0,1,0,0,1
65561.2,1052,50,Graduation,67,0,738,20,172,50,20,52,6,2,3,10,7,1,0,1,0,0,1
64795.0,680,49,Graduation,23,0,412,5,119,29,77,38,3,3,3,12,2,0,0,1,0,0,1
34421.0,30,46,Graduation,81,0,3,3,7,2,9,6,1,1,0,2,7,0,0,1,0,0,1
47025.0,20,55,PhD,6,0,16,0,3,0,1,0,1,1,0,2,7,1,0,0,0,1,1
64325.0,1307,59,PhD,41,0,731,60,353,12,73,78,5,10,3,5,7,1,0,0,0,1,1
40464.0,630,67,Graduation,78,0,424,17,118,23,41,7,6,8,2,8,8,1,0,1,0,0,1
62187.0,1283,63,Graduation,49,0,792,0,275,45,126,45,1,4,8,5,3,0,0,1,0,0,0
27255.0,37,36,Graduation,3,0,22,1,11,1,2,0,1,1,0,3,7,0,0,1,0,0,1
54432.0,38,70,PhD,37,0,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,1,1
29999.0,160,34,PhD,22,0,68,7,59,5,11,10,4,3,1,4,8,1,0,0,0,1,1
24072.0,23,37,Graduation,79,0,9,1,6,0,4,3,1,1,0,2,8,1,0,1,0,0,1
33996.0,71,31,PhD,46,0,40,2,15,0,6,8,1,1,1,3,4,1,0,0,0,1,0
66334.0,1161,64,PhD,82,0,909,11,218,0,23,0,2,9,3,5,5,0,0,0,0,1,1
35178.0,59,49,Master,10,0,23,1,13,2,18,2,1,1,1,2,7,0,0,0,1,0,1
22010.0,33,37,Graduation,51,0,11,2,9,0,8,3,2,2,0,3,8,0,0,1,0,0,1
62204.0,946,60,Graduation,38,0,317,46,247,46,139,151,1,4,5,12,3,1,0,1,0,0,1
75693.0,1442,52,Graduation,10,0,797,153,293,97,30,72,1,11,4,6,4,1,0,1,0,0,0
30675.0,62,48,Graduation,14,0,10,2,16,2,21,11,1,1,0,3,8,0,0,1,0,0,1
83003.0,1674,55,Graduation,18,0,856,61,570,25,122,40,1,7,6,8,3,0,0,1,0,0,0
83532.0,1853,121,PhD,36,0,755,144,562,64,224,104,1,4,6,4,1,0,0,0,0,1,0
68655.0,1538,32,Graduation,95,0,456,19,832,118,38,75,1,4,5,11,3,1,0,1,0,0,0
41411.0,139,34,Graduation,11,0,37,32,38,3,18,11,1,2,1,4,6,1,0,1,0,0,0
55212.0,1182,51,PhD,65,0,1103,0,45,0,34,0,3,4,2,11,8,0,0,0,0,1,1
59292.0,507,70,PhD,71,0,378,14,68,14,14,19,2,3,5,8,3,0,0,0,0,1,1
27190.0,18,47,Basic,13,0,1,6,7,1,3,0,1,1,0,2,8,0,0,0,0,0,1
82623.0,940,68,Graduation,58,0,204,34,204,153,173,172,1,2,9,4,1,1,0,1,0,0,0
44300.0,42,55,Graduation,65,0,30,0,9,0,3,0,2,1,0,3,6,0,0,1,0,0,1
30372.0,44,49,Graduation,33,0,15,0,12,3,7,7,3,2,0,3,7,1,0,1,0,0,1
33181.0,16,44,Master,90,0,9,0,3,0,4,0,1,1,0,2,6,0,0,0,1,0,1
71113.0,835,63,Graduation,95,0,495,33,255,33,8,11,4,6,7,9,4,0,0,1,0,0,1
71952.0,1443,34,Graduation,93,0,656,80,455,107,93,52,2,8,4,8,4,0,0,1,0,0,1
69759.0,1029,54,PhD,38,0,452,20,514,30,0,13,3,4,6,5,3,1,0,0,0,1,0
72099.0,1188,46,Graduation,18,0,546,91,410,0,22,119,1,3,4,10,1,0,0,1,0,0,0
60000.0,1277,44,PhD,57,0,1048,0,217,0,12,0,5,11,3,5,6,1,0,0,0,1,1
38643.0,49,42,Graduation,45,1,22,2,14,1,10,0,2,2,0,3,7,1,0,1,0,0,1
50737.0,99,65,Graduation,61,0,78,0,11,0,10,0,1,2,0,4,6,0,0,1,0,0,1
68462.0,1670,51,PhD,6,0,561,64,785,128,48,84,1,3,3,8,1,0,0,0,0,1,0
65073.0,900,77,Master,65,1,629,17,177,0,8,69,1,5,3,5,2,0,0,0,1,0,0
46681.0,425,72,PhD,52,0,269,15,69,19,38,15,2,4,6,4,5,0,0,0,0,1,1
78618.0,2153,63,Graduation,87,0,736,163,818,163,61,212,1,4,7,10,2,0,0,1,0,0,0
62187.0,636,51,PhD,38,0,512,0,83,0,41,0,3,6,2,10,4,1,0,0,0,1,1
28442.0,57,42,Graduation,53,0,19,3,10,8,6,11,3,2,1,4,4,0,0,1,0,0,1
37717.0,25,42,PhD,31,0,9,0,6,1,5,4,1,1,0,2,9,0,0,0,0,1,1
51479.0,494,53,Graduation,67,0,247,8,160,8,65,6,7,6,3,6,7,0,0,1,0,0,1
54803.0,693,51,Graduation,65,0,404,0,92,27,142,28,2,6,2,9,4,1,0,1,0,0,1
79530.0,1348,60,Graduation,64,0,333,0,815,42,29,129,1,4,10,11,2,0,0,1,0,0,0
31615.0,51,44,Graduation,82,0,2,3,20,11,9,6,2,2,0,3,7,1,0,1,0,0,1
72025.0,1932,58,Graduation,27,0,833,33,549,133,233,151,1,4,3,8,3,0,0,1,0,0,0
52614.0,990,45,PhD,63,0,789,0,142,9,38,12,2,2,4,8,8,1,0,0,0,1,1
35684.0,30,36,2n Cycle,66,0,10,4,7,6,3,0,1,1,0,3,6,0,1,0,0,0,1
48178.0,254,45,Graduation,69,0,159,4,45,2,38,6,6,5,1,4,8,0,0,1,0,0,1
29548.0,29,50,Master,52,0,7,1,6,1,11,3,1,1,1,2,4,1,0,0,1,0,1
63810.0,1371,54,Graduation,45,0,977,12,253,12,101,16,4,4,3,12,8,1,0,1,0,0,1
38578.0,73,48,PhD,2,0,38,4,22,3,3,3,3,3,0,3,8,1,0,0,0,1,1
46098.0,120,45,Master,86,0,57,0,27,0,36,0,4,3,2,2,8,1,0,0,1,0,1
22585.0,81,50,Graduation,23,0,3,9,15,2,39,13,1,1,1,2,9,1,0,1,0,0,0
30279.0,37,31,Graduation,13,0,10,4,14,4,1,4,1,1,0,3,8,1,0,1,0,0,1
66426.0,1377,59,PhD,14,0,1043,24,97,24,157,32,2,3,5,10,6,0,0,0,0,1,1
30822.0,51,51,Graduation,92,0,3,9,13,12,12,2,1,1,0,3,7,1,0,1,0,0,1
33581.0,17,51,PhD,38,0,11,0,5,0,1,0,1,1,0,2,8,0,0,0,0,1,1
19986.0,22,35,Graduation,74,0,3,6,5,2,6,0,1,0,0,3,7,0,0,1,0,0,1
27421.0,324,66,Graduation,14,0,43,12,96,40,55,78,3,4,1,6,7,1,0,1,0,0,0
35688.0,211,47,2n Cycle,94,0,73,3,90,1,32,12,7,4,1,4,8,0,1,0,0,0,1
36143.0,19,39,Master,33,0,12,0,1,0,6,0,1,0,1,2,3,1,0,0,1,0,1
43795.0,492,52,Master,11,0,314,11,53,3,107,4,3,7,3,4,7,0,0,0,1,0,1
63381.0,1005,60,Graduation,78,0,571,50,142,50,159,33,4,4,5,13,2,0,0,1,0,0,1
38823.0,114,71,Graduation,56,0,70,0,11,8,23,2,1,2,1,3,6,0,0,1,0,0,1
83664.0,1173,52,PhD,57,0,866,21,151,21,86,28,3,2,2,12,5,1,0,0,0,1,1
62499.0,222,41,Master,0,0,140,4,61,13,4,0,2,3,1,6,4,0,0,0,1,0,1
74293.0,1127,27,Graduation,66,0,375,152,335,91,81,93,1,5,4,6,2,1,0,1,0,0,0
51012.0,209,74,PhD,86,0,102,9,63,9,24,2,1,4,1,4,6,0,0,0,0,1,0
70777.0,787,52,Master,80,0,554,35,113,7,78,0,3,5,3,12,3,0,0,0,1,0,1
68682.0,1598,29,PhD,56,0,919,0,505,30,45,99,1,4,9,10,2,0,0,0,0,1,0
43824.0,186,49,Graduation,18,0,96,1,42,3,32,12,4,3,1,4,8,0,0,1,0,0,1
23442.0,27,33,Graduation,71,0,2,0,6,6,5,8,1,1,0,3,7,1,0,1,0,0,1
31395.0,64,64,2n Cycle,80,0,23,1,25,8,7,0,4,2,1,3,6,1,1,0,0,0,1
75276.0,1040,55,Graduation,2,0,610,105,125,42,21,137,1,9,4,9,5,0,0,1,0,0,0
42373.0,163,46,Graduation,83,0,67,5,61,8,19,3,5,2,1,5,5,1,0,1,0,0,1
30507.0,343,60,Graduation,29,0,65,36,74,20,110,38,1,5,1,4,7,0,0,1,0,0,0
55521.0,446,65,PhD,11,0,416,0,26,0,4,0,9,6,3,6,7,1,0,0,0,1,1
48006.0,41,55,Graduation,55,0,23,0,11,2,2,3,1,1,0,3,6,0,0,1,0,0,1
27213.0,70,48,PhD,19,0,19,3,26,9,3,10,3,2,0,4,8,1,0,0,0,1,1
65808.0,272,49,PhD,1,0,155,7,80,7,10,13,3,5,1,5,6,1,0,0,0,1,1
30351.0,46,46,PhD,19,0,14,0,24,3,2,3,1,3,0,2,9,0,0,0,0,1,1
50437.0,490,57,Graduation,28,0,370,9,92,9,4,6,3,7,1,8,7,0,0,1,0,0,1
23616.0,79,38,2n Cycle,76,0,4,22,11,7,32,3,2,3,0,3,8,1,1,0,0,0,1
53858.0,915,44,Graduation,50,0,407,53,221,150,26,58,4,4,3,6,4,0,0,1,0,0,1
66465.0,1485,65,PhD,1,0,1200,0,204,29,14,38,3,11,9,12,6,0,0,0,0,1,1
46923.0,369,33,Graduation,90,0,85,44,54,78,6,102,3,5,1,7,7,1,0,1,0,0,1
75072.0,1073,58,Graduation,83,0,583,34,309,22,125,0,2,5,4,8,3,0,0,1,0,0,1
75865.0,1242,77,PhD,73,0,483,0,591,0,12,156,1,3,5,10,1,0,0,0,0,1,0
19789.0,78,45,2n Cycle,24,0,2,5,9,6,28,28,3,2,1,3,5,0,1,0,0,0,1
80134.0,1378,26,Graduation,11,0,966,26,282,26,26,52,1,2,7,11,5,0,0,1,0,0,0
49505.0,751,49,Master,4,0,604,0,100,0,28,19,9,10,2,8,8,0,0,0,1,0,1
37401.0,48,47,PhD,14,0,19,3,19,1,3,3,2,2,0,3,7,0,0,0,0,1,1
30096.0,45,37,Graduation,30,0,5,3,11,5,9,12,1,2,0,3,6,0,0,1,0,0,1
82584.0,1435,46,Master,26,0,1076,68,103,91,68,29,1,3,4,8,1,0,0,0,1,0,0
48686.0,20,67,Graduation,8,0,10,0,7,0,1,2,1,1,0,2,8,0,0,1,0,0,1
75433.0,1188,31,Graduation,28,0,800,0,297,34,57,0,2,2,5,10,6,0,0,1,0,0,1
61314.0,1008,52,Graduation,1,0,378,0,189,172,172,97,2,5,5,12,3,0,0,1,0,0,1
42387.0,684,31,Graduation,42,0,235,0,235,4,191,19,5,8,1,7,8,0,0,1,0,0,1
67309.0,1082,53,2n Cycle,76,0,515,47,181,95,95,149,15,9,6,9,7,0,1,0,0,0,1
75236.0,1068,56,Graduation,27,0,438,66,400,38,114,12,1,8,3,13,4,0,0,1,0,0,1
30015.0,57,50,Graduation,28,0,25,0,22,3,5,2,2,1,0,4,5,1,0,1,0,0,1
50943.0,46,64,Master,49,0,31,0,7,0,6,2,1,1,0,3,5,0,0,0,1,0,1
67272.0,733,54,Graduation,12,0,357,35,271,28,14,28,3,6,2,12,5,1,0,1,0,0,1
51529.0,467,71,Master,14,0,400,4,35,0,22,6,2,9,1,5,8,1,0,0,1,0,1
32011.0,122,49,PhD,89,0,99,0,15,1,5,2,3,2,1,4,7,0,0,0,0,1,1
28691.0,34,31,Graduation,56,0,5,4,13,0,4,8,1,1,0,3,8,0,0,1,0,0,1
56223.0,156,72,PhD,72,0,77,28,31,0,4,16,2,2,1,5,4,0,0,0,0,1,1
30279.0,37,31,Graduation,13,0,10,4,14,4,1,4,1,1,0,3,8,1,0,1,0,0,1
20130.0,34,46,2n Cycle,99,0,0,6,3,6,12,7,1,1,0,3,8,0,1,0,0,0,0
23295.0,20,61,Graduation,72,0,0,0,1,12,5,2,1,1,0,2,8,1,0,1,0,0,0
42618.0,192,48,Master,92,0,76,14,74,5,10,13,2,5,0,4,8,1,0,0,1,0,1
81246.0,1379,56,Graduation,87,0,398,190,537,156,37,61,1,4,5,7,1,1,0,1,0,0,0
24027.0,48,44,Graduation,7,0,14,7,11,0,5,11,2,2,0,3,8,0,0,1,0,0,1
55707.0,428,67,PhD,91,0,208,7,82,66,35,30,2,3,2,9,3,0,0,0,0,1,1
57959.0,868,65,Graduation,71,0,430,16,322,24,33,43,5,4,7,11,3,1,0,1,0,0,1
56796.0,1001,51,Graduation,24,0,656,38,161,47,37,62,3,8,9,7,7,0,0,1,0,0,1
36230.0,59,49,Master,17,0,14,2,30,2,3,8,1,2,0,4,5,1,0,0,1,0,1
70829.0,431,40,2n Cycle,87,0,141,70,106,19,23,72,2,4,2,8,3,0,1,0,0,0,1
65991.0,971,44,Graduation,21,0,507,19,364,47,9,25,3,9,5,10,7,0,0,1,0,0,1
38988.0,348,48,Graduation,90,0,164,24,103,3,42,12,7,5,1,6,8,0,0,1,0,0,1
42207.0,265,36,Master,71,0,116,11,72,17,46,3,4,4,1,5,6,0,0,0,1,0,1
50300.0,270,68,Graduation,52,0,143,15,60,23,5,24,2,2,1,8,2,0,0,1,0,0,1
66664.0,1289,38,2n Cycle,78,0,398,96,447,96,32,220,1,5,7,6,3,0,1,0,0,0,0
60597.0,893,56,Graduation,2,0,522,0,257,16,66,32,4,2,2,8,7,0,0,1,0,0,1
70165.0,926,71,Graduation,60,0,161,0,253,191,122,199,1,3,7,11,1,1,0,1,0,0,0
50520.0,135,62,PhD,25,0,112,0,6,1,14,2,2,3,1,3,6,1,0,0,0,1,1
80124.0,1495,57,Graduation,47,0,483,84,398,84,241,205,1,3,7,8,1,0,0,1,0,0,0
33183.0,120,45,Graduation,46,0,7,5,39,15,37,17,2,4,0,3,7,0,0,1,0,0,1
66582.0,1288,51,PhD,83,0,789,25,420,38,0,16,1,2,8,9,1,1,0,0,0,1,0
75261.0,1743,65,PhD,17,0,1239,17,413,34,17,23,1,5,6,5,2,0,0,0,0,1,0
31880.0,15,50,Graduation,13,0,4,1,5,0,3,2,1,1,0,2,8,1,0,1,0,0,1
53790.0,542,69,Graduation,86,0,335,42,127,5,5,28,3,7,2,8,6,0,0,1,0,0,1
49269.0,890,49,PhD,92,0,639,8,166,8,58,11,3,7,3,12,7,0,0,0,0,1,1
61456.0,1388,45,Graduation,47,0,563,76,384,192,89,84,4,6,10,13,4,0,0,1,0,0,1
37406.0,17,40,Graduation,18,0,2,0,8,2,3,2,1,1,0,2,8,0,0,1,0,0,1
56937.0,906,39,PhD,81,0,746,8,125,8,8,11,7,8,6,9,6,0,0,0,0,1,1
38415.0,44,42,Graduation,91,0,22,1,13,0,4,4,2,1,0,3,7,0,0,1,0,0,1
20518.0,25,32,Graduation,58,0,4,1,6,1,9,4,1,1,1,2,5,1,0,1,0,0,1
62503.0,973,64,Graduation,40,0,478,0,193,75,117,110,4,8,3,11,5,0,0,1,0,0,1
41644.0,31,48,PhD,67,0,20,3,4,0,2,2,2,1,0,3,3,1,0,0,0,1,1
55842.0,518,43,Master,19,0,451,0,39,4,24,0,1,7,1,8,5,0,0,0,1,0,1
62010.0,530,48,PhD,93,0,371,22,39,0,92,6,4,6,2,7,5,0,0,0,0,1,1
41124.0,506,43,Graduation,41,0,281,7,84,0,119,15,7,7,3,4,8,0,0,1,0,0,1
38961.0,70,47,Master,60,0,19,7,19,1,24,0,1,2,1,2,7,0,0,0,1,0,1
37760.0,54,48,Master,54,0,26,3,13,10,0,2,1,2,0,3,6,1,0,0,1,0,1
32233.0,296,46,Graduation,26,0,138,15,35,11,72,25,2,6,2,2,9,1,0,1,0,0,1
43057.0,266,45,Graduation,30,0,213,2,44,2,5,0,4,4,2,5,5,0,0,1,0,0,1
83151.0,747,60,Master,93,0,407,28,100,74,18,120,1,5,9,4,3,0,0,0,1,0,0
78825.0,895,56,PhD,35,0,483,74,114,37,18,169,1,5,10,13,3,1,0,0,0,1,0
65104.0,1053,44,Master,4,0,738,0,232,20,50,13,2,3,5,7,7,0,0,0,1,0,1
60093.0,735,46,Graduation,92,0,502,12,109,6,90,16,2,7,2,10,6,0,0,1,0,0,1
28457.0,205,68,2n Cycle,96,0,24,1,108,29,14,29,1,4,1,4,8,1,1,0,0,0,0
78952.0,2092,62,PhD,11,0,1170,19,594,76,134,99,2,2,5,12,6,0,0,0,0,1,1
46310.0,309,44,Graduation,99,0,185,2,88,5,14,15,2,6,1,5,8,1,0,1,0,0,1
76005.0,1722,65,Graduation,72,0,983,20,389,50,40,240,1,3,5,13,6,0,0,1,0,0,0
58308.0,900,56,Master,77,0,691,0,69,0,130,10,4,2,6,3,8,1,0,0,1,0,1
55614.0,682,76,PhD,85,0,504,13,131,0,26,8,1,9,4,6,7,1,0,0,0,1,0
59432.0,663,58,Master,88,0,317,25,265,19,12,25,3,5,3,11,5,1,0,0,1,0,1
55563.0,43,42,Graduation,22,0,29,1,9,0,2,2,1,2,0,3,3,1,0,1,0,0,1
78642.0,1816,49,PhD,83,0,1396,0,322,35,17,46,1,4,9,4,6,0,0,0,0,1,1
67911.0,976,71,PhD,63,0,529,0,356,28,0,63,3,6,7,11,3,0,0,0,0,1,1
65275.0,746,76,Graduation,9,0,388,14,218,14,21,91,1,4,3,13,2,0,0,1,0,0,0
27203.0,64,70,Graduation,92,0,13,2,21,0,24,4,2,1,1,2,8,0,0,1,0,0,1
48330.0,32,59,Master,2,0,28,0,4,0,0,0,1,1,0,3,5,0,0,0,1,0,1
24279.0,263,30,Basic,6,0,16,36,21,62,108,20,1,4,1,3,8,0,0,0,0,0,0
64355.0,1445,35,PhD,66,0,1047,0,140,38,153,67,2,4,3,12,8,0,0,0,0,1,1
50943.0,46,64,Master,49,0,31,0,7,0,6,2,1,1,0,3,5,0,0,0,1,0,1
53653.0,1210,67,Graduation,29,0,815,10,239,10,108,28,2,10,4,12,6,1,0,1,0,0,0
65665.0,945,44,Graduation,77,0,225,162,387,36,29,106,1,5,10,8,3,0,0,1,0,0,1
81217.0,1157,31,Graduation,77,0,493,70,324,40,84,146,1,3,7,11,1,1,0,1,0,0,0
34935.0,137,28,Graduation,71,0,34,4,66,10,20,3,1,2,1,4,7,0,0,1,0,0,0
61250.0,730,61,Graduation,49,0,382,138,65,26,59,60,6,5,2,12,5,1,0,1,0,0,1
39665.0,216,39,PhD,97,0,127,1,56,1,31,0,3,4,2,3,7,0,0,0,0,1,1
60152.0,943,41,Graduation,6,0,325,83,300,58,91,86,1,6,4,12,3,1,0,1,0,0,1
48920.0,347,56,Graduation,93,0,238,17,68,10,6,8,3,6,2,5,7,0,0,1,0,0,1
44124.0,397,74,PhD,62,0,284,0,55,6,52,0,4,6,2,5,8,0,0,0,0,1,1
81169.0,2089,45,Master,47,0,1288,20,613,61,27,80,1,5,7,9,2,1,0,0,1,0,0
36443.0,138,59,Graduation,9,0,65,0,46,3,20,4,4,3,1,3,8,0,0,1,0,0,1
26095.0,42,30,Graduation,77,0,11,7,9,1,11,3,1,1,0,3,7,1,0,1,0,0,1
71367.0,777,61,Graduation,24,0,227,23,389,21,75,42,1,4,5,7,2,0,0,1,0,0,0
80184.0,1902,76,Master,19,0,1035,134,670,38,0,25,1,6,3,10,3,0,0,0,1,0,0
30630.0,52,55,Graduation,67,0,27,1,12,0,10,2,2,2,0,3,7,1,0,1,0,0,1
73454.0,1651,33,Master,95,0,982,73,351,14,175,56,1,2,4,6,5,1,0,0,1,0,0
42691.0,358,29,Graduation,48,0,179,2,64,17,58,38,1,5,1,6,5,0,0,1,0,0,0
70503.0,1727,67,Graduation,73,0,1379,33,216,33,66,0,1,2,4,9,6,0,0,1,0,0,0
25545.0,210,33,Graduation,35,0,32,1,64,12,85,16,3,2,2,3,6,0,0,1,0,0,1
32880.0,42,34,Graduation,76,0,8,4,15,6,2,7,1,1,0,3,8,0,0,1,0,0,1
77863.0,1291,62,PhD,20,0,881,38,319,25,12,16,1,4,5,10,2,0,0,0,0,1,0
50353.0,442,43,Master,72,0,141,15,153,31,35,67,1,4,4,6,3,0,0,0,1,0,0
61839.0,1895,56,Graduation,20,0,1000,155,379,17,120,224,1,4,8,4,8,1,0,1,0,0,0
49154.0,411,60,PhD,69,0,206,10,67,27,71,30,6,4,1,8,6,0,0,0,0,1,1
47682.0,521,45,2n Cycle,80,0,162,61,83,57,61,97,4,4,3,8,5,1,1,0,0,0,1
72679.0,1168,51,Graduation,65,0,619,54,260,54,54,127,1,4,7,5,1,1,0,1,0,0,1
57954.0,493,43,Master,52,0,456,4,24,0,9,0,7,8,2,6,7,0,0,0,1,0,1
65316.0,260,58,Graduation,65,0,112,6,92,9,38,3,2,3,2,5,4,0,0,1,0,0,1
28567.0,46,38,Graduation,57,0,11,3,22,2,6,2,2,2,0,3,6,1,0,1,0,0,1
47352.0,319,69,Master,70,0,172,12,112,0,15,8,4,6,1,5,7,0,0,0,1,0,1
44931.0,96,53,Graduation,0,0,78,0,11,0,7,0,1,2,1,3,5,0,0,1,0,0,1
76982.0,1062,53,Graduation,19,0,464,151,292,60,30,65,1,8,3,4,4,1,0,1,0,0,0
57247.0,232,68,2n Cycle,50,0,99,4,32,54,6,37,2,2,1,7,2,0,1,0,0,0,1
22944.0,76,39,Master,67,0,19,3,19,5,26,4,3,3,0,3,7,1,0,0,1,0,1
25315.0,54,43,2n Cycle,46,0,1,9,8,3,22,11,3,3,0,3,8,0,1,0,0,0,1
43638.0,201,51,Graduation,37,0,63,10,83,19,19,7,2,4,1,4,7,1,0,1,0,0,1
42710.0,406,36,PhD,38,0,252,3,42,3,102,4,2,4,5,3,6,1,0,0,0,1,1
54058.0,662,44,Graduation,56,0,198,18,252,108,54,32,2,4,6,8,3,0,0,1,0,0,1
24683.0,41,30,2n Cycle,98,0,8,4,10,7,6,6,2,2,0,4,5,0,1,0,0,0,1
47850.0,134,40,Graduation,72,0,42,7,43,12,10,20,1,3,0,4,6,0,0,1,0,0,1
19514.0,69,52,Graduation,47,0,14,3,21,1,28,2,4,3,1,2,8,0,0,1,0,0,1
27159.0,21,47,Master,33,0,17,0,3,0,1,0,2,1,0,3,6,0,0,0,1,0,1
39548.0,54,57,2n Cycle,87,0,15,4,10,4,18,3,2,1,1,3,3,1,1,0,0,0,1
21474.0,91,31,Graduation,0,0,6,16,24,0,34,11,2,3,1,2,7,1,0,1,0,0,1
60504.0,526,49,PhD,73,0,458,0,24,4,34,6,2,6,2,8,6,1,0,0,0,1,1
22419.0,162,57,Graduation,74,0,30,3,47,21,42,19,1,3,2,2,8,0,0,1,0,0,0
81698.0,1008,71,Master,4,0,179,28,520,123,47,111,1,3,8,13,1,0,0,0,1,0,0
43462.0,240,68,Graduation,50,0,90,17,97,6,15,15,6,4,1,5,8,0,0,1,0,0,1
54880.0,795,42,PhD,57,0,308,85,137,45,118,102,2,6,2,11,5,1,0,0,0,1,1
79908.0,1772,38,Graduation,30,0,557,129,761,185,111,29,1,5,6,7,2,0,0,1,0,0,0
33039.0,78,42,Graduation,4,0,30,8,12,8,12,8,1,2,0,4,5,0,0,1,0,0,1
81741.0,1572,40,Graduation,75,0,249,153,940,134,38,58,0,6,6,7,2,1,0,1,0,0,0
71499.0,795,49,Master,12,0,465,25,132,0,37,136,2,8,3,13,4,0,0,0,1,0,1
62466.0,889,50,2n Cycle,13,0,129,129,259,121,83,168,5,6,3,12,4,0,1,0,0,0,1
48799.0,331,57,PhD,9,0,174,18,81,6,24,28,3,3,2,7,3,1,0,0,0,1,1
52157.0,265,70,PhD,48,0,189,2,29,2,40,3,2,3,2,5,4,0,0,0,0,1,1
66565.0,1065,58,Graduation,80,0,747,10,161,40,42,65,4,4,2,9,8,1,0,1,0,0,1
29298.0,11,69,Master,60,0,6,0,2,0,1,2,1,1,0,2,5,0,0,0,1,0,1
47691.0,21,41,Graduation,43,0,14,0,3,0,4,0,1,1,0,2,6,1,0,1,0,0,1
38200.0,17,50,Graduation,19,0,12,0,4,0,1,0,1,1,0,2,7,0,0,1,0,0,1
44989.0,369,46,Graduation,26,0,98,0,106,10,106,49,5,5,1,5,6,0,0,1,0,0,1
38443.0,38,52,PhD,58,0,32,0,5,0,1,0,2,1,0,3,7,0,0,0,0,1,1
38593.0,177,42,2n Cycle,42,0,51,12,49,24,24,17,3,4,1,3,8,1,1,0,0,0,1
64413.0,279,50,PhD,27,0,200,5,44,10,20,0,1,5,1,5,5,0,0,0,0,1,1
36959.0,62,39,Master,56,0,25,6,25,0,0,6,2,2,0,3,8,0,0,0,1,0,1
61996.0,1230,43,PhD,27,0,1050,12,144,0,24,0,3,6,4,8,5,0,0,0,0,1,1
51287.0,182,52,Graduation,10,0,117,0,22,0,30,13,3,4,1,3,7,0,0,1,0,0,1
47472.0,75,54,PhD,39,0,56,0,11,0,8,0,2,2,0,4,5,0,0,0,0,1,1
54603.0,227,64,Master,85,0,145,13,46,2,4,17,6,4,2,4,7,0,0,0,1,0,1
45207.0,215,46,PhD,64,0,203,0,10,0,2,0,5,3,1,6,6,0,0,0,0,1,1
40689.0,444,69,Graduation,69,0,270,3,27,6,99,39,7,7,1,5,8,0,0,1,0,0,1
47821.0,47,53,2n Cycle,54,0,9,0,16,6,10,6,1,1,0,3,8,0,1,0,0,0,1
27450.0,143,69,Master,57,0,37,12,23,11,52,8,1,2,1,3,7,0,0,0,1,0,0
39453.0,55,37,Graduation,64,0,46,0,7,0,2,0,2,2,0,3,6,0,0,1,0,0,1
26850.0,63,49,2n Cycle,10,0,31,1,13,2,9,7,4,2,1,4,4,0,1,0,0,0,1
